locationID,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude
36,"1151 N Peck Ave Apt B, Manhattan Beach, CA 90266",1151 N Peck Ave Apt B,Unknown,Manhattan Beach,CA,90266,Los Angeles,33.887902,-118.387608
37,"1135 Hunter Ct, Lake Saint Louis, MO 63367",1135 Hunter Ct,Unknown,Lake Saint Louis,MO,63367,Saint Charles,38.784459,-90.772884
38,"15821 Sw 104th Ter, Apt 105, Miami, FL 33196",15821 Sw 104th Ter,Apt 105,Miami,FL,33196,Miami-Dade,25.668401,-80.451054
39,"229 Bowling Farm Ct, Raleigh, NC 27603",229 Bowling Farm Ct,Unknown,Raleigh,NC,27603,Wake,35.635799,-78.632854
40,"134 Howell Heights Dr, Escondido, CA 92025",134 Howell Heights Dr,Unknown,Escondido,CA,92025,San Diego,33.114225,-117.094407
41,"3544 Eggert Rd, Orchard Park, NY 14127",3544 Eggert Rd,Unknown,Orchard Park,NY,14127,Erie,42.787846,-78.751575
42,"1047 Prairie Dunes Ct, Orange Park, FL 32065",1047 Prairie Dunes Ct,Unknown,Orange Park,FL,32065,Clay,30.148482,-81.855277
43,"106 Frank St, Staffordsville, KY 41256",106 Frank St,Unknown,Staffordsville,KY,41256,Johnson,37.8246,-82.853382
44,"928 N Charles St, Carlinville, IL 62626",928 N Charles St,Unknown,Carlinville,IL,62626,Macoupin,39.290232,-89.877597
45,"2577 S 95th St, Milwaukee, WI 53227",2577 S 95th St,Unknown,Milwaukee,WI,53227,Milwaukee,42.997153,-88.031228
46,"110 N Duke St, Apt 306, Lancaster, PA 17602",110 N Duke St,Apt 306,Lancaster,PA,17602,Lancaster,40.040114,-76.304325
47,"2827 Staunton Dr, Duluth, GA 30097",2827 Staunton Dr,Unknown,Duluth,GA,30097,Gwinnett,33.979263,-84.10843
48,"392 Glen Abbey Ln, Debary, FL 32713",392 Glen Abbey Ln,Unknown,Debary,FL,32713,Volusia,28.897261,-81.295284
49,"2141 E University Dr, Apt 31, Tempe, AZ 85288",2141 E University Dr,Apt 31,Tempe,AZ,85288,Maricopa,33.421034,-111.894561
50,"275 Grand Ave, Apt 6, Leonia, NJ 07605",275 Grand Ave,Apt 6,Leonia,NJ,7605,Bergen,40.861938,-73.994015
51,"405 S Blairsferry Xing, Hiawatha, IA 52233",405 S Blairsferry Xing,Unknown,Hiawatha,IA,52233,Linn,42.035396,-91.706014
52,"1668 Liberty Hill Dr, Madison, TN 37115",1668 Liberty Hill Dr,Unknown,Madison,TN,37115,Davidson,36.270686,-86.718783
53,"319 Laurie Ln, Billings, MT 59105",319 Laurie Ln,Unknown,Billings,MT,59105,Yellowstone,45.831688,-108.478346
54,"313 Powell Ave, Kerrville, TX 78028",313 Powell Ave,Unknown,Kerrville,TX,78028,Kerr,30.055056,-99.148354
55,"5838 S Morris Blvd, Tucson, AZ 85706",5838 S Morris Blvd,Unknown,Tucson,AZ,85706,Pima,32.145774,-110.95836
56,"2837 Laurel Ridge Cir, East Point, GA 30344",2837 Laurel Ridge Cir,Unknown,East Point,GA,30344,Fulton,33.649432,-84.493714
57,"10 Saint Andrew Rd, East Boston, MA 02128",10 Saint Andrew Rd,Unknown,East Boston,MA,2128,Suffolk,42.385458,-71.004722
58,"672 Branding Iron Ct, Brighton, CO 80601",672 Branding Iron Ct,Unknown,Brighton,CO,80601,Adams,39.999764,-104.768331
59,"1110 Main St, Bethlehem, PA 18018",1110 Main St,Unknown,Bethlehem,PA,18018,Northampton,40.62924,-75.381213
60,"561 Pleasant Grove Dr, Winter Springs, FL 32708",561 Pleasant Grove Dr,Unknown,Winter Springs,FL,32708,Seminole,28.677988,-81.257829
61,"511 W Main St, Easley, SC 29640",511 W Main St,Unknown,Easley,SC,29640,Pickens,34.829029,-82.614193
62,"1232 Hawthorne Ter, Pocono Summit, PA 18346",1232 Hawthorne Ter,Unknown,Pocono Summit,PA,18346,Monroe,41.115642,-75.389607
63,"7608 Dilly Dally Way, Colorado Springs, CO 80923",7608 Dilly Dally Way,Unknown,Colorado Springs,CO,80923,El Paso,38.92384,-104.688386
64,"500 E Arapaho Rd, Ste 112, Richardson, TX 75081",500 E Arapaho Rd,Ste 112,Richardson,TX,75081,Dallas,32.956793,-96.716827
65,"PO Box 6176, Colorado Springs, CO 80934",PO Box 6176,Unknown,Colorado Springs,CO,80934,El Paso,38.8463,-104.8631
66,"703 Rose Hill Dr, La Follette, TN 37766",703 Rose Hill Dr,Unknown,La Follette,TN,37766,Campbell,36.371962,-84.126252
67,"1412 Kumler Ave, Dayton, OH 45406",1412 Kumler Ave,Unknown,Dayton,OH,45406,Montgomery,39.773859,-84.223305
68,"5312 Derry Ave Ste V, Agoura Hills, CA 91301",5312 Derry Ave Ste V,Unknown,Agoura Hills,CA,91301,Los Angeles,34.146563,-118.748155
69,"PO Box 23221, Charlotte, NC 28227",PO Box 23221,Unknown,Charlotte,NC,28227,Mecklenburg,35.183011,-80.654641
70,"241 S 4th Ct, Deer Trail, CO 80105",241 S 4th Ct,Unknown,Deer Trail,CO,80105,Arapahoe,39.604849,-104.037104
71,"2460 Warrior Cir, Apt 126, Fort Worth, TX 76119",2460 Warrior Cir,Apt 126,Fort Worth,TX,76119,Tarrant,32.698463,-97.041151
72,"2111 Piney Brook Rd, Unit 103, Raleigh, NC 27614",2111 Piney Brook Rd,Unit 103,Raleigh,NC,27614,Wake,35.924056,-78.569461
73,"2919 Uhrick Dr, Fort Wayne, IN 46815",2919 Uhrick Dr,Unknown,Fort Wayne,IN,46815,Allen,41.103911,-85.078912
74,"1335 Trade Winds Dr, Apt 205, Columbus, OH 43204",1335 Trade Winds Dr,Apt 205,Columbus,OH,43204,Franklin,39.979856,-83.106183
75,"345 E Glenn St, Apt 8, Tucson, AZ 85705",345 E Glenn St,Apt 8,Tucson,AZ,85705,Pima,32.258131,-110.96626
76,"2 Bonisee Cir, Lakeland, FL 33801",2 Bonisee Cir,Unknown,Lakeland,FL,33801,Polk,28.02594,-81.92491
77,"3301 Westport Pkwy, Unit 56, Fort Worth, TX 76177",3301 Westport Pkwy,Unit 56,Fort Worth,TX,76177,Tarrant,32.973053,-97.291235
78,"608 Barkridge Trl, Burleson, TX 76028",608 Barkridge Trl,Unknown,Burleson,TX,76028,Johnson,32.539964,-97.340484
79,"1112 W 650 N, Provo, UT 84601",1112 W 650 N,Unknown,Provo,UT,84601,Utah,40.243334,-111.678126
80,"351 Lake Arrowhead Rd, Unit 171, Myrtle Beach, SC 29572",351 Lake Arrowhead Rd,Unit 171,Myrtle Beach,SC,29572,Horry,33.76676,-78.788742
81,"1018 Jasons Bend Dr, Sugar Land, TX 77479",1018 Jasons Bend Dr,Unknown,Sugar Land,TX,77479,Fort Bend,29.587032,-95.690715
82,"2770 Mossy Oak Dr, Danville, CA 94506",2770 Mossy Oak Dr,Unknown,Danville,CA,94506,Contra Costa,37.830635,-121.930681
83,"2 Brenda Ln, Round Rock, TX 78665",2 Brenda Ln,Unknown,Round Rock,TX,78665,Williamson,30.536014,-97.637059
84,"15316 25th Dr SE, Mill Creek, WA 98012",15316 25th Dr SE,Unknown,Mill Creek,WA,98012,Snohomish,47.858642,-122.198108
85,"350 W Queen Ln, Philadelphia, PA 19144",350 W Queen Ln,Unknown,Philadelphia,PA,19144,Philadelphia,40.025447,-75.174973
86,"104 Ramona St, Rio Grande City, TX 78582",104 Ramona St,Unknown,Rio Grande City,TX,78582,Starr,26.417848,-98.915912
87,"231 Cicero Dr, San Antonio, TX 78218",231 Cicero Dr,Unknown,San Antonio,TX,78218,Bexar,29.500249,-98.415988
88,"7764 Connie Dr, Indianapolis, IN 46237",7764 Connie Dr,Unknown,Indianapolis,IN,46237,Marion,39.655332,-86.05988
89,"1500 W Mission Dr, Chandler, AZ 85224",1500 W Mission Dr,Unknown,Chandler,AZ,85224,Maricopa,33.344495,-111.867211
90,"1744 Crystal Way, Plano, TX 75074",1744 Crystal Way,Unknown,Plano,TX,75074,Collin,33.02296,-96.661488
91,"11354 S Hermosa Ave, Chicago, IL 60643",11354 S Hermosa Ave,Unknown,Chicago,IL,60643,Cook,41.686994,-87.669884
92,"1310 S Vista Ave, Ste 1, Boise, ID 83705",1310 S Vista Ave,Ste 1,Boise,ID,83705,Ada,43.592204,-116.213156
93,"6322 Quiet Frst, San Antonio, TX 78239",6322 Quiet Frst,Unknown,San Antonio,TX,78239,Bexar,29.507842,-98.362834
94,"12435 Kimberley Ln, Houston, TX 77024",12435 Kimberley Ln,Unknown,Houston,TX,77024,Harris,29.776235,-95.548908
95,"9888 Bissonnet St, Ste 680, Houston, TX 77036",9888 Bissonnet St,Ste 680,Houston,TX,77036,Harris,29.677561,-95.550575
96,"1326 S 10th St, Mount Vernon, WA 98274",1326 S 10th St,Unknown,Mount Vernon,WA,98274,Skagit,48.412136,-122.328407
97,"5103 Village Trail Dr, San Antonio, TX 78218",5103 Village Trail Dr,Unknown,San Antonio,TX,78218,Bexar,29.491332,-98.389878
98,"8519 Cottage Gate Ln, Houston, TX 77088",8519 Cottage Gate Ln,Unknown,Houston,TX,77088,Harris,29.884001,-95.428293
99,"15269 Night Heron Dr, Winter Garden, FL 34787",15269 Night Heron Dr,Unknown,Winter Garden,FL,34787,Orange,28.45325,-81.622475
100,"471 Prairie, 3526, Kilgore, TX 75662",471 Prairie,3526,Kilgore,TX,75662,Gregg,32.386645,-94.895336
101,"2407 Whittle Way, Midland, TX 79707",2407 Whittle Way,Unknown,Midland,TX,79707,Midland,32.005868,-102.14921
102,"4400 Krebs Rd, Glenville, PA 17329",4400 Krebs Rd,Unknown,Glenville,PA,17329,York,39.781377,-76.79348
103,"3401 Oxford Valley Rd, Apt H6, Levittown, PA 19057",3401 Oxford Valley Rd,Apt H6,Levittown,PA,19057,Bucks,40.130824,-74.869814
104,"3750 S Granby Way, Aurora, CO 80014",3750 S Granby Way,Unknown,Aurora,CO,80014,Arapahoe,39.648468,-104.810949
105,"2203 Empire Central, Apt 104, Dallas, TX 75235",2203 Empire Central,Apt 104,Dallas,TX,75235,Dallas,32.829566,-96.851563
106,"5200 Rock Quarry Rd, Raleigh, NC 27610",5200 Rock Quarry Rd,Unknown,Raleigh,NC,27610,Wake,35.734032,-78.563278
107,"12140 Garden Grove Cir, Unit 403, Fairfax, VA 22030",12140 Garden Grove Cir,Unit 403,Fairfax,VA,22030,Fairfax,38.854093,-77.366103
108,"13922 Tustin East Dr, Apt 59, Tustin, CA 92780",13922 Tustin East Dr,Apt 59,Tustin,CA,92780,Orange,33.73147,-117.810726
109,"1902 S 19th St, Abilene, TX 79602",1902 S 19th St,Unknown,Abilene,TX,79602,Taylor,32.42703,-99.745033
110,"56 Lincoln St, Kingston, NY 12401",56 Lincoln St,Unknown,Kingston,NY,12401,Ulster,41.936941,-73.990056
111,"1733 Indian Summer Dr, Birmingham, AL 35215",1733 Indian Summer Dr,Unknown,Birmingham,AL,35215,Jefferson,33.634309,-86.723163
112,"1150 Nw 77th St, Miami, FL 33150",1150 Nw 77th St,Unknown,Miami,FL,33150,Miami-Dade,25.844386,-80.21606
113,"1630 Sw County Rd, 252B, Lake City, FL 32024",1630 Sw County Rd,252B,Lake City,FL,32024,Columbia,30.158098,-82.698408
114,"1615 M St NW, Ste 750, Washington, DC 20036",1615 M St NW,Ste 750,Washington,DC,20036,District Of Columbia,38.905765,-77.037605
115,"106 Morgan Pl, Coolidge, GA 31738",106 Morgan Pl,Unknown,Coolidge,GA,31738,Thomas,31.011108,-83.859175
116,"330 Woodland Ave, Cocoa Beach, FL 32931",330 Woodland Ave,Unknown,Cocoa Beach,FL,32931,Brevard,28.324337,-80.611893
117,"2210 Dorrington St, Apt 506, Houston, TX 77030",2210 Dorrington St,Apt 506,Houston,TX,77030,Harris,29.705766,-95.410131
118,"2048 Woodtrail Dr, Apt 69, Fairfield, OH 45014",2048 Woodtrail Dr,Apt 69,Fairfield,OH,45014,Butler,39.31754,-84.550207
119,"2435 Prairie, 3430, Marquez, TX 77865",2435 Prairie,3430,Marquez,TX,77865,Leon,31.239673,-96.228807
120,"109 County Rd, Milford, ME 04461",109 County Rd,Unknown,Milford,ME,4461,Penobscot,44.942776,-68.631522
121,"133 Pine Ridge Rd, Lot 4, West Monroe, LA 71292",133 Pine Ridge Rd,Lot 4,West Monroe,LA,71292,Ouachita,32.493725,-92.187531
122,"PO Box 7159, Endicott, NY 13761",PO Box 7159,Unknown,Endicott,NY,13761,Broome,42.1092,-76.0253
123,"5930 Faircrest St SW, Canton, OH 44706",5930 Faircrest St SW,Unknown,Canton,OH,44706,Stark,40.752611,-81.46585
124,"5317 Calle Vis, San Diego, CA 92109",5317 Calle Vis,Unknown,San Diego,CA,92109,San Diego,32.813337,-117.246657
125,"5740 Jarvis St, New Orleans, LA 70123",5740 Jarvis St,Unknown,New Orleans,LA,70123,Jefferson,29.957322,-90.1963
126,"2345 W 12th Ln, Yuma, AZ 85364",2345 W 12th Ln,Unknown,Yuma,AZ,85364,Yuma,32.705016,-114.648809
127,"257 Oakland Ave, Methuen, MA 01844",257 Oakland Ave,Unknown,Methuen,MA,1844,Essex,42.7196,-71.204627
128,"5640 S Monitor Ave, Chicago, IL 60638",5640 S Monitor Ave,Unknown,Chicago,IL,60638,Cook,41.789504,-87.768631
129,"6701 Dempster St, Unit 636, Morton Grove, IL 60053",6701 Dempster St,Unit 636,Morton Grove,IL,60053,Cook County,42.040739,-87.793569
130,"100 Supreme Court Dr, Lafayette, LA 70503",100 Supreme Court Dr,Unknown,Lafayette,LA,70503,Lafayette,30.132558,-92.091355
131,"806 Sea Cliff Way, Oceanside, CA 92056",806 Sea Cliff Way,Unknown,Oceanside,CA,92056,San Diego,33.200515,-117.308329
132,"209 Coldbrook Ct, Rincon, GA 31326",209 Coldbrook Ct,Unknown,Rincon,GA,31326,Effingham,32.220984,-81.248482
133,"1819 Short Branch Dr, Ste 102, New Port Richey, FL 34655",1819 Short Branch Dr,Ste 102,New Port Richey,FL,34655,Pasco,28.185634,-82.63685
134,"4312 N Sterling Ave, Peoria, IL 61615",4312 N Sterling Ave,Unknown,Peoria,IL,61615,Peoria,40.739955,-89.631034
135,"17 Livingston Ave, Babylon, NY 11702",17 Livingston Ave,Unknown,Babylon,NY,11702,Suffolk,40.699271,-73.331549
136,"9679 Lou Dr, Northglenn, CO 80260",9679 Lou Dr,Unknown,Northglenn,CO,80260,Adams,39.872365,-104.992779
137,"5740 Bolton Bay Way, Las Vegas, NV 89149",5740 Bolton Bay Way,Unknown,Las Vegas,NV,89149,Clark,36.26617,-115.263109
138,"400 N Garfield Ave Apt C, Montebello, CA 90640",400 N Garfield Ave Apt C,Unknown,Montebello,CA,90640,Los Angeles,34.018181,-118.130051
139,"2059 Oak Leaf Dr, Powhatan, VA 23139",2059 Oak Leaf Dr,Unknown,Powhatan,VA,23139,Powhatan,37.538919,-77.784842
140,"22 Harbor Vw, Laguna Vista, TX 78578",22 Harbor Vw,Unknown,Laguna Vista,TX,78578,Cameron,26.109109,-97.298069
141,"17150 N Bay Rd, Apt 2520, Sunny Isles Beach, FL 33160",17150 N Bay Rd,Apt 2520,Sunny Isles Beach,FL,33160,Miami-Dade,25.935299,-80.126031
142,"935 Michigan Ave, Fl 2, Evanston, IL 60202",935 Michigan Ave,Fl 2,Evanston,IL,60202,Cook,42.035175,-87.673187
143,"250 Wyoming Ave, Buffalo, NY 14215",250 Wyoming Ave,Unknown,Buffalo,NY,14215,Erie,42.921462,-78.823931
144,"855 Michigan Ave Apt B, Oostburg, WI 53070",855 Michigan Ave Apt B,Unknown,Oostburg,WI,53070,Sheboygan,43.621133,-87.796545
145,"133 Summerhill Way, Winchester, KY 40391",133 Summerhill Way,Unknown,Winchester,KY,40391,Clark,38.00096,-84.160227
146,"9830 Autumn Dew, San Antonio, TX 78254",9830 Autumn Dew,Unknown,San Antonio,TX,78254,Bexar,29.532662,-98.675928
147,"16329 Pantheon Pass, Delray Beach, FL 33446",16329 Pantheon Pass,Unknown,Delray Beach,FL,33446,Palm Beach,26.436164,-80.198893
148,"4133 Nw 83rd Ln, Coral Springs, FL 33065",4133 Nw 83rd Ln,Unknown,Coral Springs,FL,33065,Broward,26.281134,-80.237511
149,"174 Edgewood Dr, Hendersonville, TN 37075",174 Edgewood Dr,Unknown,Hendersonville,TN,37075,Sumner,36.283677,-86.608849
150,"6562 Silvio St, Garden City, MI 48135",6562 Silvio St,Unknown,Garden City,MI,48135,Wayne,42.333899,-83.363057
151,"3700 Chestnut Ridge Ln, Birmingham, AL 35216",3700 Chestnut Ridge Ln,Unknown,Birmingham,AL,35216,Jefferson,33.398765,-86.774049
152,"1700 S College Ave, Apt 12, Tempe, AZ 85281",1700 S College Ave,Apt 12,Tempe,AZ,85281,Maricopa,33.409412,-111.935254
153,"731 S Pueblo St, Gilbert, AZ 85233",731 S Pueblo St,Unknown,Gilbert,AZ,85233,Maricopa,33.335933,-111.796795
154,"19302 Westfield Ave, Tinley Park, IL 60487",19302 Westfield Ave,Unknown,Tinley Park,IL,60487,Cook,41.539965,-87.802828
155,"12940 Nw 18th Ct, Miami, FL 33167",12940 Nw 18th Ct,Unknown,Miami,FL,33167,Miami-Dade,25.892689,-80.230627
156,"134 Shady Valley Dr, Carrollton, GA 30116",134 Shady Valley Dr,Unknown,Carrollton,GA,30116,Carroll,33.551244,-85.043659
157,"95 Seneca Dr, Canandaigua, NY 14424",95 Seneca Dr,Unknown,Canandaigua,NY,14424,Ontario,42.906444,-77.286809
158,"1017 Silverstone Ln, Cedar Park, TX 78613",1017 Silverstone Ln,Unknown,Cedar Park,TX,78613,Williamson,30.519888,-97.842956
159,"320 E 81st St, Apt 11, New York, NY 10028",320 E 81st St,Apt 11,New York,NY,10028,New York,40.774234,-73.953258
160,"624 S 8th St, Nederland, TX 77627",624 S 8th St,Unknown,Nederland,TX,77627,Jefferson,29.975358,-93.98071
161,"19330 Nw Curtis Creek Dr, Manning, OR 97125",19330 Nw Curtis Creek Dr,Unknown,Manning,OR,97125,Washington,45.660193,-123.182577
162,"68 Mohawk Trl, Ellijay, GA 30540",68 Mohawk Trl,Unknown,Ellijay,GA,30540,Gilmer,34.673658,-84.509382
163,"1054 Callahan Dr, Bremerton, WA 98310",1054 Callahan Dr,Unknown,Bremerton,WA,98310,Kitsap,47.585293,-122.619193
164,"7040 Waterwheel St SW, Concord, NC 28025",7040 Waterwheel St SW,Unknown,Concord,NC,28025,Cabarrus,35.318361,-80.584334
165,"135 Grove St, Apt 132, Rockland, MA 02370",135 Grove St,Apt 132,Rockland,MA,2370,Plymouth,42.12564,-70.921043
166,"1042 W Belden Ave, Syracuse, NY 13204",1042 W Belden Ave,Unknown,Syracuse,NY,13204,Onondaga,43.055,-76.1694
167,"1414 Texas Ave, Unit 251, Houston, TX 77002",1414 Texas Ave,Unit 251,Houston,TX,77002,Harris,29.757227,-95.358978
168,"6672 Palmer Dr NW, Canton, OH 44718",6672 Palmer Dr NW,Unknown,Canton,OH,44718,Stark,40.877793,-81.469645
169,"6777 N Windy Pines St, Coeur D Alene, ID 83815",6777 N Windy Pines St,Unknown,Coeur D Alene,ID,83815,Kootenai,47.733644,-116.804009
170,"721 S Front St, Milton, PA 17847",721 S Front St,Unknown,Milton,PA,17847,Northumberland,41.009645,-76.861555
171,"436 N 33rd St, Philadelphia, PA 19104",436 N 33rd St,Unknown,Philadelphia,PA,19104,Philadelphia,39.962838,-75.190184
172,"642 N College St, Unit 642, Carlisle, PA 17013",642 N College St,Unit 642,Carlisle,PA,17013,Cumberland,40.210232,-77.195601
173,"10343 56th Ave NE, Marysville, WA 98270",10343 56th Ave NE,Unknown,Marysville,WA,98270,Snohomish,48.088657,-122.155379
174,"327 Coreopsis Dr, Lancaster, PA 17602",327 Coreopsis Dr,Unknown,Lancaster,PA,17602,Lancaster,40.026534,-76.231425
175,"1237 N Mason Ave, Chicago, IL 60651",1237 N Mason Ave,Unknown,Chicago,IL,60651,Cook,41.903184,-87.773832
176,"2905 Arlington Dr, Springfield, IL 62704",2905 Arlington Dr,Unknown,Springfield,IL,62704,Sangamon,39.76694,-89.697099
177,"1613 Crossbill Trl, Hanahan, SC 29410",1613 Crossbill Trl,Unknown,Hanahan,SC,29410,Berkeley,32.944382,-80.017457
178,"5930 Ne 18th Ave, Apt 304, Fort Lauderdale, FL 33334",5930 Ne 18th Ave,Apt 304,Fort Lauderdale,FL,33334,Broward,26.202568,-80.122714
179,"17485 Mallard Dr, Sonoma, CA 95476",17485 Mallard Dr,Unknown,Sonoma,CA,95476,Sonoma,38.317347,-122.462165
180,"5804 W Dayton Ave, Fresno, CA 93722",5804 W Dayton Ave,Unknown,Fresno,CA,93722,Fresno,36.783161,-119.895041
181,"7193 Fledgling Ln, Ooltewah, TN 37363",7193 Fledgling Ln,Unknown,Ooltewah,TN,37363,Hamilton,35.227811,-85.031509
182,"31B James St, Lodi, NJ 07644",31B James St,Unknown,Lodi,NJ,7644,Bergen,40.874298,-74.084189
183,"307 Daisy Ln, Winterville, NC 28590",307 Daisy Ln,Unknown,Winterville,NC,28590,Pitt,35.514799,-77.399006
184,"4175 E Bonne Vista Dr, Eagle Mountain, UT 84005",4175 E Bonne Vista Dr,Unknown,Eagle Mountain,UT,84005,Utah,40.367456,-111.963786
185,"3222 Vinca Ranch Dr, Katy, TX 77494",3222 Vinca Ranch Dr,Unknown,Katy,TX,77494,Fort Bend,29.745653,-95.79854
186,"2847 Wells Dr, Augusta, GA 30906",2847 Wells Dr,Unknown,Augusta,GA,30906,Richmond,33.425635,-82.040982
187,"207 Hollywood St, Valdosta, GA 31601",207 Hollywood St,Unknown,Valdosta,GA,31601,Lowndes,30.842294,-83.252805
188,"462 Sw Ben Oaks Ct, Lake City, FL 32024",462 Sw Ben Oaks Ct,Unknown,Lake City,FL,32024,Columbia,30.017431,-82.75553
189,"4377 S Wood Hollow Ct, Wichita, KS 67216",4377 S Wood Hollow Ct,Unknown,Wichita,KS,67216,Sedgwick,37.613003,-97.30095
190,"606 N Figueroa St, Apt 437, Los Angeles, CA 90012",606 N Figueroa St,Apt 437,Los Angeles,CA,90012,Los Angeles,34.062702,-118.246277
191,"717 Leland Ave, Plainfield, NJ 07062",717 Leland Ave,Unknown,Plainfield,NJ,7062,Union,40.628367,-74.397083
192,"3101 N Midland Dr, Apt 305, Midland, TX 79707",3101 N Midland Dr,Apt 305,Midland,TX,79707,Midland,32.015162,-102.141155
